text,amount,date,label
Employer Inc #1697,2935.81,17:32.5,Salary
Nike #1131,88.47,17:32.5,Shopping
Duty Free,171.76,17:32.5,Travel
Payroll #5776,3833.92,17:32.5,Salary
H&M,182.78,17:32.5,Shopping
Train Ticket,126.37,17:32.5,Transport
Resort #7224,138.06,17:32.5,Travel
Resort,88.97,17:32.5,Travel
Vitamin Shop #7358,108.77,17:32.5,Health
Pizza Hut,32.35,17:32.5,Food & Drink
Stripe Payout,4663.22,17:32.5,Salary
Gym Membership,47.84,17:32.5,Health
Upwork #4905,3983.44,17:32.5,Salary
Spotify #2631,29.18,17:32.5,Utilities
Internet Bill #8321,111.78,17:32.5,Utilities
AMC Theaters #5780,130.93,17:32.5,Entertainment
Netflix Sub #3171,164.33,17:32.5,Entertainment
Steam,29.89,17:32.5,Entertainment
MTA Subway,19.97,17:32.5,Transport
Local Market,117.59,17:32.5,Groceries
Direct Deposit #8237,4062.06,17:32.5,Salary
Upwork #443,4138.27,17:32.5,Salary
Spotify,22.6,17:32.5,Utilities
Landlord,2002.14,17:32.5,Rent
Parking,85.99,17:32.5,Transport
Safeway #5248,62.68,17:32.5,Groceries
MTA Subway,155.11,17:32.5,Transport
Local Cafe #5138,15.31,17:32.5,Food & Drink
Train Ticket #3248,47.39,17:32.5,Transport
Rent Payment #8622,1794.26,17:32.5,Rent
Duty Free,78.52,17:32.5,Travel
HOA Fees,2290.11,17:32.5,Rent
Target #1420,46.16,17:32.5,Shopping
Zara,43.77,17:32.5,Shopping
Yoga Class,135.46,17:32.5,Health
Netflix,92.79,17:32.5,Utilities
McDonalds #9071,15.54,17:32.5,Food & Drink
H&M #6140,158.14,17:32.5,Shopping
Zara,197.44,17:32.5,Shopping
Gas Station,109.63,17:32.5,Transport
Burger King,22.54,17:32.5,Food & Drink
Electric Co,84.79,17:32.5,Utilities
Sushi Place #1686,22.06,17:32.5,Food & Drink
Hotel #3589,28.17,17:32.5,Travel
Upwork,3036.7,17:32.5,Salary
Chipotle,7.23,17:32.5,Food & Drink
Electric Co,25.52,17:32.5,Utilities
HOA Fees,2450.35,17:32.5,Rent
Zara #3157,17.21,17:32.5,Shopping
Stripe Payout #1344,2980.57,17:32.5,Salary
Car Rental,88.16,17:32.5,Travel
Whole Foods #6208,53.02,17:32.5,Groceries
Gym Membership #1127,103.21,17:32.5,Health
Bus Fare,190.44,17:32.5,Transport
Walgreens #161,121.99,17:32.5,Health
Direct Deposit,2184.85,17:32.5,Salary
Bakery,195.62,17:32.5,Groceries
Property Mgmt #4587,1442.09,17:32.5,Rent
Netflix Sub,140.05,17:32.5,Entertainment
Kroger,154.64,17:32.5,Groceries
Concert #7352,57.01,17:32.5,Entertainment
Nike,90.95,17:32.5,Shopping
Spotify Premium,99.87,17:32.5,Entertainment
Parking,192.49,17:32.5,Transport
Property Mgmt #5220,1518.3,17:32.5,Rent
Train Ticket,176.81,17:32.5,Transport
Mortgage #8924,1472.31,17:32.5,Rent
ConEd #5111,166.74,17:32.5,Utilities
Zara,149.49,17:32.5,Shopping
Rent Payment,1016.98,17:32.5,Rent
Safeway #2187,182.66,17:32.5,Groceries
Amazon,44.2,17:32.5,Shopping
Bakery #3062,176.28,17:32.5,Groceries
Amazon #5493,109.88,17:32.5,Shopping
Delta,14.18,17:32.5,Travel
Mortgage,1744.21,17:32.5,Rent
Netflix #5405,59.65,17:32.5,Utilities
Internet Bill #6296,36.45,17:32.5,Utilities
Netflix Sub #7278,47.5,17:32.5,Entertainment
Yoga Class #1166,177.96,17:32.5,Health
Trader Joes,23.94,17:32.5,Groceries
Internet Bill,26.06,17:32.5,Utilities
Bakery,163.64,17:32.5,Groceries
Trash Pickup,19.3,17:32.5,Utilities
Landlord,1107.84,17:32.5,Rent
Rent Payment,2971.53,17:32.5,Rent
Sushi Place #5569,31.15,17:32.5,Food & Drink
HOA Fees,2820.94,17:32.5,Rent
Delta #5564,145.11,17:32.5,Travel
Trader Joes,44.66,17:32.5,Groceries
Booking.com,125.88,17:32.5,Travel
Parking,40.42,17:32.5,Transport
Amtrak #212,89.66,17:32.5,Travel
Internet Bill,156.98,17:32.5,Utilities
AMC Theaters #7949,27.27,17:32.5,Entertainment
AT&T,108.07,17:32.5,Utilities
Airbnb,166.19,17:32.5,Travel
Payroll,3499.1,17:32.5,Salary
Shell,12.79,17:32.5,Transport
Lyft #3354,149.77,17:32.5,Transport
Mortgage #1020,1214.53,17:32.5,Rent
Uber,122.26,17:32.5,Transport
Electric Co,180.52,17:32.5,Utilities
Vitamin Shop #1646,116.66,17:32.5,Health
Stripe Payout #3440,3541.93,17:32.5,Salary
HOA Fees #4325,1578.3,17:32.5,Rent
Train Ticket #1457,91.8,17:32.5,Transport
Burger King,28.54,17:32.5,Food & Drink
H&M,192.65,17:32.5,Shopping
Doctor Visit #5580,107.16,17:32.5,Health
Expedia #7689,149.17,17:32.5,Travel
Local Cafe,39.62,17:32.5,Food & Drink
Bar XYZ,48.3,17:32.5,Food & Drink
Pharmacy Co-pay,78.06,17:32.5,Health
MTA Subway #7341,22.64,17:32.5,Transport
Lyft,65.4,17:32.5,Transport
Dunkin,43.44,17:32.5,Food & Drink
AT&T,195.01,17:32.5,Utilities
Netflix #6100,46.2,17:32.5,Utilities
Trader Joes,16.53,17:32.5,Groceries
Duty Free,170.65,17:32.5,Travel
Yoga Class,144.67,17:32.5,Health
Car Rental #4117,155.47,17:32.5,Travel
CVS,129.29,17:32.5,Health
United,75.38,17:32.5,Travel
Duty Free,17.79,17:32.5,Travel
HOA Fees #6178,2936.58,17:32.5,Rent
McDonalds #1035,17.46,17:32.5,Food & Drink
Amtrak,173,17:32.5,Travel
Planet Fitness #3825,172.77,17:32.5,Health
Hulu #6829,121.52,17:32.5,Utilities
Water Bill #8555,54.98,17:32.5,Utilities
McDonalds #8741,24.95,17:32.5,Food & Drink
Dentist,99.11,17:32.5,Health
Stripe Payout,3499.78,17:32.5,Salary
Mortgage #1061,2263.31,17:32.5,Rent
Costco,190.19,17:32.5,Groceries
Mortgage,2155.37,17:32.5,Rent
Water Bill,157.36,17:32.5,Utilities
Burger King #3832,14.7,17:32.5,Food & Drink
Car Rental,108.9,17:32.5,Travel
Video Game #7015,198,17:32.5,Entertainment
PlayStation #7839,122.93,17:32.5,Entertainment
Bowling,156.85,17:32.5,Entertainment
Target #8914,17.44,17:32.5,Shopping
HOA Fees,2391.92,17:32.5,Rent
Sushi Place #283,23.51,17:32.5,Food & Drink
Walmart,123.62,17:32.5,Shopping
Verizon #3882,181.37,17:32.5,Utilities
Chipotle,27.1,17:32.5,Food & Drink
Lyft,23.98,17:32.5,Transport
Shell #1975,13.11,17:32.5,Transport
AMC Theaters #2038,141.8,17:32.5,Entertainment
Butcher #6232,133.13,17:32.5,Groceries
Mortgage #7159,1429.81,17:32.5,Rent
Stripe Payout,2953.31,17:32.5,Salary
Netflix #1775,50.47,17:32.5,Utilities
H&M #294,184.79,17:32.5,Shopping
Car Rental,23.82,17:32.5,Travel
Direct Deposit #9202,3100.29,17:32.5,Salary
Water Bill #2215,39.97,17:32.5,Utilities
Dunkin,36.36,17:32.5,Food & Drink
Yoga Class,81.16,17:32.5,Health
Amtrak #9723,35.36,17:32.5,Travel
PlayStation #1050,122.62,17:32.5,Entertainment
Amazon,192.64,17:32.5,Shopping
Bookstore,176.77,17:32.5,Shopping
Mortgage #5346,1155.14,17:32.5,Rent
Airbnb #2214,89.52,17:32.5,Travel
Fruit Stand #8967,88.63,17:32.5,Groceries
Pharmacy Co-pay #5947,80.82,17:32.5,Health
Costco #3565,132.74,17:32.5,Groceries
Pharmacy,139.49,17:32.5,Shopping
Pizza Hut,42.89,17:32.5,Food & Drink
Airbnb #8463,104.84,17:32.5,Travel
H&M,192.71,17:32.5,Shopping
Shell #2490,151.37,17:32.5,Transport
Resort #1285,124.7,17:32.5,Travel
Museum #1040,71.44,17:32.5,Entertainment
Landlord #768,1968.32,17:32.5,Rent
Employer Inc,2450.57,17:32.5,Salary
United,130.77,17:32.5,Travel
Rent Payment,2006.8,17:32.5,Rent
Trash Pickup #2325,136.36,17:32.5,Utilities
Bar XYZ #1248,46.96,17:32.5,Food & Drink
HOA Fees #7837,1173.34,17:32.5,Rent
Employer Inc,4689.67,17:32.5,Salary
AT&T,187.32,17:32.5,Utilities
PlayStation #3762,94.56,17:32.5,Entertainment
Bakery #5972,174.37,17:32.5,Groceries
Steam,20.18,17:32.5,Entertainment
Vitamin Shop #2111,182.56,17:32.5,Health
Yoga Class,139.74,17:32.5,Health
Safeway,101.5,17:32.5,Groceries
Car Rental #1895,144.5,17:32.5,Travel
Fruit Stand #461,109.32,17:32.5,Groceries
Booking.com #2275,78.67,17:32.5,Travel
Kroger #9465,173.12,17:32.5,Groceries
Kroger #2376,79.2,17:32.5,Groceries
Apple Store #6940,141.12,17:32.5,Shopping
Trash Pickup,166.42,17:32.5,Utilities
Chipotle #7899,42.52,17:32.5,Food & Drink
Walmart,167.97,17:32.5,Shopping
Ticketmaster #9153,145.29,17:32.5,Entertainment
Butcher,99.55,17:32.5,Groceries
Doctor Visit #764,139.76,17:32.5,Health
Walgreens,23.41,17:32.5,Health
Bakery #185,164.36,17:32.5,Groceries
Stripe Payout,4114.05,17:32.5,Salary
Bus Fare,115.85,17:32.5,Transport
Rent Payment #7902,1829.89,17:32.5,Rent
Upwork,3786.74,17:32.5,Salary
Gas Station #3167,35.92,17:32.5,Transport
Landlord #4028,2387.34,17:32.5,Rent
Lime Scooter #2325,53.52,17:32.5,Transport
Employer Inc,2119.23,17:32.5,Salary
Exxon,12.64,17:32.5,Transport
Payroll,3140.22,17:32.5,Salary
Costco #2231,43.17,17:32.5,Groceries
PlayStation,159.61,17:32.5,Entertainment
Trash Pickup,107.17,17:32.5,Utilities
Pizza Hut,7.41,17:32.5,Food & Drink
Vitamin Shop,23.62,17:32.5,Health
Dentist #3307,142.35,17:32.5,Health
Local Market #8469,164.49,17:32.5,Groceries
Expedia,159.75,17:32.5,Travel
Netflix Sub #3562,10.99,17:32.5,Entertainment
Direct Deposit,4541.37,17:32.5,Salary
ConEd #2328,167.34,17:32.5,Utilities
Bookstore #5439,173.63,17:32.5,Shopping
Local Cafe,17.74,17:32.5,Food & Drink
United #5905,33.28,17:32.5,Travel
AT&T #673,132.04,17:32.5,Utilities
McDonalds,28.09,17:32.5,Food & Drink
Local Market,128.72,17:32.5,Groceries
Employer Inc #5619,4649.59,17:32.5,Salary
Target #5869,14.81,17:32.5,Shopping
Mortgage #1374,1517.15,17:32.5,Rent
Upwork #8538,2714.83,17:32.5,Salary
Costco #4631,119.31,17:32.5,Groceries
Nike #4155,117.68,17:32.5,Shopping
PlayStation #5434,121.26,17:32.5,Entertainment
Netflix Sub #2417,65.25,17:32.5,Entertainment
Pharmacy #9016,183.1,17:32.5,Shopping
Video Game,178.27,17:32.5,Entertainment
Mortgage,1643.21,17:32.5,Rent
Stripe Payout,4167.56,17:32.5,Salary
Nike,103.57,17:32.5,Shopping
Lyft,127.41,17:32.5,Transport
Mortgage,2166.2,17:32.5,Rent
Netflix Sub #3133,118.37,17:32.5,Entertainment
HOA Fees,2607.3,17:32.5,Rent
Pharmacy,91.05,17:32.5,Shopping
Dentist,145.89,17:32.5,Health
Bowling #1406,135.29,17:32.5,Entertainment
Spotify #6877,20.12,17:32.5,Utilities
Trash Pickup,123.68,17:32.5,Utilities
Whole Foods,102.65,17:32.5,Groceries
Verizon #5561,133,17:32.5,Utilities
Local Market,17.91,17:32.5,Groceries
United #1356,103.28,17:32.5,Travel
Dentist #4076,28.7,17:32.5,Health
Walgreens,144.46,17:32.5,Health
Stripe Payout #9943,3839.8,17:32.5,Salary
Booking.com,173.5,17:32.5,Travel
Landlord #5151,2529.06,17:32.5,Rent
Hotel #9123,155.41,17:32.5,Travel
Shell,104.21,17:32.5,Transport
Chipotle #4740,47.09,17:32.5,Food & Drink
Netflix #3090,60.78,17:32.5,Utilities
Vending Machine,29.36,17:32.5,Food & Drink
Employer Inc #5014,3460.74,17:32.5,Salary
Bus Fare #7899,37.85,17:32.5,Transport
Internet Bill #1357,155.34,17:32.5,Utilities
Direct Deposit,4545.73,17:32.5,Salary
Aldi,110.08,17:32.5,Groceries
Pharmacy,11.56,17:32.5,Shopping
HOA Fees #8903,1323.3,17:32.5,Rent
Exxon,146.15,17:32.5,Transport
CVS,168.34,17:32.5,Health
Lyft #6332,48.42,17:32.5,Transport
Walmart #7584,10.05,17:32.5,Shopping
Lime Scooter,132.41,17:32.5,Transport
Museum,178.26,17:32.5,Entertainment
Payroll #4836,4830.22,17:32.5,Salary
Walmart,194.82,17:32.5,Shopping
Hotel #2842,77.3,17:32.5,Travel
Upwork #2297,3590.23,17:32.5,Salary
Stripe Payout,3426.57,17:32.5,Salary
HOA Fees,2561.12,17:32.5,Rent
Best Buy #2853,140.81,17:32.5,Shopping
Upwork,2505.77,17:32.5,Salary
Spotify,154.27,17:32.5,Utilities
Bus Fare,83.6,17:32.5,Transport
Employer Inc,3981.44,17:32.5,Salary
Mortgage #7442,1439.97,17:32.5,Rent
Property Mgmt #4671,1088.65,17:32.5,Rent
Spotify #6636,172.85,17:32.5,Utilities
Sushi Place,18.7,17:32.5,Food & Drink
Bowling,80.88,17:32.5,Entertainment
Kroger #3783,85.73,17:32.5,Groceries
Gas Station #4191,91.8,17:32.5,Transport
Upwork #888,2715.25,17:32.5,Salary
Airbnb,39.34,17:32.5,Travel
McDonalds,42.8,17:32.5,Food & Drink
Exxon #7079,79.92,17:32.5,Transport
Direct Deposit #3018,3771.19,17:32.5,Salary
Bakery,18.36,17:32.5,Groceries
Upwork,4618.73,17:32.5,Salary
Expedia #9539,50.1,17:32.5,Travel
Delta,184.24,17:32.5,Travel
Bowling,64.86,17:32.5,Entertainment
Nike,11.54,17:32.5,Shopping
Nike #3333,107.22,17:32.5,Shopping
McDonalds #5842,45.88,17:32.5,Food & Drink
Lyft #615,32.58,17:32.5,Transport
Amtrak,14.51,17:32.5,Travel
Stripe Payout #8315,4718.69,17:32.5,Salary
McDonalds,37.85,17:32.5,Food & Drink
Landlord #6701,1366.09,17:32.5,Rent
Rent Payment #3241,1786.53,17:32.5,Rent
Delta #6938,164.52,17:32.5,Travel
Walgreens,192.82,17:32.5,Health
Steam,79.52,17:32.5,Entertainment
Kroger #4078,92.97,17:32.5,Groceries
Bar XYZ #9691,20.76,17:32.5,Food & Drink
Zara,78.82,17:32.5,Shopping
Video Game,71.99,17:32.5,Entertainment
HOA Fees,2437.06,17:32.5,Rent
MTA Subway,121.09,17:32.5,Transport
Employer Inc #2776,2326.97,17:32.5,Salary
CVS #2619,70.03,17:32.5,Health
Stripe Payout #3276,3282.73,17:32.5,Salary
Upwork,4051.48,17:32.5,Salary
Netflix Sub #3977,102.01,17:32.5,Entertainment
Direct Deposit,4197.39,17:32.5,Salary
Local Cafe #2354,9.82,17:32.5,Food & Drink
Verizon,116.8,17:32.5,Utilities
Walmart #6436,18.04,17:32.5,Shopping
HOA Fees,2708.35,17:32.5,Rent
Vending Machine,39.61,17:32.5,Food & Drink
Uber,141.51,17:32.5,Transport
PlayStation #9916,92.54,17:32.5,Entertainment
HOA Fees #8809,1491.77,17:32.5,Rent
Booking.com #6372,78.87,17:32.5,Travel
Bus Fare,149.18,17:32.5,Transport
Train Ticket #6916,49.32,17:32.5,Transport
Direct Deposit #9344,2888.83,17:32.5,Salary
Netflix #8728,35.61,17:32.5,Utilities
Landlord #6415,1475.98,17:32.5,Rent
Local Cafe #7650,5.01,17:32.5,Food & Drink
Starbucks,28.89,17:32.5,Food & Drink
Property Mgmt,1559.36,17:32.5,Rent
HOA Fees,1737.97,17:32.5,Rent
Bakery,69.76,17:32.5,Groceries
Trash Pickup #8906,14.48,17:32.5,Utilities
Car Rental,197.14,17:32.5,Travel
Bowling #7973,110.29,17:32.5,Entertainment
Nike #2005,152.52,17:32.5,Shopping
Butcher,105.91,17:32.5,Groceries
Chipotle,27.67,17:32.5,Food & Drink
AT&T,88.91,17:32.5,Utilities
Safeway #6281,103.98,17:32.5,Groceries
Pharmacy Co-pay,57.11,17:32.5,Health
Pharmacy Co-pay #295,78.73,17:32.5,Health
Gym Membership,88.97,17:32.5,Health
Pharmacy,77.67,17:32.5,Shopping
ConEd #5326,32.35,17:32.5,Utilities
Shell #8149,118.02,17:32.5,Transport
Bookstore,21.61,17:32.5,Shopping
Direct Deposit,4947.02,17:32.5,Salary
Landlord #7481,2164.63,17:32.5,Rent
Rent Payment,1701.89,17:32.5,Rent
Kroger,51.31,17:32.5,Groceries
Spotify Premium,98.69,17:32.5,Entertainment
PlayStation #8579,195.03,17:32.5,Entertainment
Uber,54.13,17:32.5,Transport
Hulu #3403,98.97,17:32.5,Utilities
Aldi #4723,176.29,17:32.5,Groceries
Upwork,3103.01,17:32.5,Salary
United #3709,123.82,17:32.5,Travel
Whole Foods #5600,100.24,17:32.5,Groceries
Hospital,162.36,17:32.5,Health
Upwork,3045.44,17:32.5,Salary
McDonalds,39.18,17:32.5,Food & Drink
Gas Station,117.67,17:32.5,Transport
Pharmacy #2856,104.86,17:32.5,Shopping
Sushi Place,40.34,17:32.5,Food & Drink
Amazon,145.47,17:32.5,Shopping
Lyft #6566,144.79,17:32.5,Transport
Amazon #8620,38.33,17:32.5,Shopping
Steam #2342,29.16,17:32.5,Entertainment
Upwork,2891.51,17:32.5,Salary
Airbnb,121.8,17:32.5,Travel
Starbucks,22.36,17:32.5,Food & Drink
Lyft,173.78,17:32.5,Transport
Spotify Premium,80.06,17:32.5,Entertainment
Trash Pickup,42.8,17:32.5,Utilities
Landlord,2309.71,17:32.5,Rent
Doctor Visit,73.28,17:32.5,Health
Apple Store,91.11,17:32.5,Shopping
Mortgage,1131.75,17:32.5,Rent
Vitamin Shop #4745,122.03,17:32.5,Health
Butcher #7783,126.6,17:32.5,Groceries
Pizza Hut,21.32,17:32.5,Food & Drink
Concert,167.25,17:32.5,Entertainment
Payroll,4806.19,17:32.5,Salary
Parking,99.13,17:32.5,Transport
HOA Fees #5786,2946.83,17:32.5,Rent
Steam #6042,142.4,17:32.5,Entertainment
Parking,181,17:32.5,Transport
Lime Scooter,46.25,17:32.5,Transport
Property Mgmt,1434.13,17:32.5,Rent
Stripe Payout,2212.01,17:32.5,Salary
Vitamin Shop,113.66,17:32.5,Health
Pharmacy,83.22,17:32.5,Shopping
Zara,184.32,17:32.5,Shopping
Internet Bill #6719,17.58,17:32.5,Utilities
Electric Co #4493,92.56,17:32.5,Utilities
Costco,37.48,17:32.5,Groceries
Bowling,80.1,17:32.5,Entertainment
Pharmacy Co-pay,173.11,17:32.5,Health
Shell,64.79,17:32.5,Transport
Internet Bill #8589,26.04,17:32.5,Utilities
Landlord #9451,1345.41,17:32.5,Rent
Target,192.14,17:32.5,Shopping
Target,188.74,17:32.5,Shopping
Target,17.49,17:32.5,Shopping
Payroll,4233.15,17:32.5,Salary
Stripe Payout,3112.21,17:32.5,Salary
Bookstore,191.31,17:32.5,Shopping
Uber #3157,67.58,17:32.5,Transport
Lyft,123.26,17:32.5,Transport
Booking.com #8820,178.42,17:32.5,Travel
Pharmacy Co-pay #9433,31.57,17:32.5,Health
H&M,95.45,17:32.5,Shopping
CVS,169.19,17:32.5,Health
Pharmacy #6051,155.29,17:32.5,Shopping
Sushi Place #4670,25.35,17:32.5,Food & Drink
Upwork,3775.7,17:32.5,Salary
Walgreens,86.45,17:32.5,Health
Pharmacy #239,169.79,17:32.5,Shopping
Amazon #7729,108.83,17:32.5,Shopping
Video Game,132.4,17:32.5,Entertainment
Water Bill,45.01,17:32.5,Utilities
Bowling,188.14,17:32.5,Entertainment
Vitamin Shop,124.45,17:32.5,Health
Concert,47.8,17:32.5,Entertainment
Local Market,171.26,17:32.5,Groceries
Stripe Payout,2938.49,17:32.5,Salary
Spotify,112.12,17:32.5,Utilities
Burger King,44.61,17:32.5,Food & Drink
Netflix Sub,75.09,17:32.5,Entertainment
Starbucks #4153,45.84,17:32.5,Food & Drink
Property Mgmt,2773.89,17:32.5,Rent
Sushi Place,19.37,17:32.5,Food & Drink
Employer Inc,3201.83,17:32.5,Salary
Zara #5248,110.89,17:32.5,Shopping
Upwork,4561.23,17:32.5,Salary
Airbnb,128.31,17:32.5,Travel
Concert #6369,106.74,17:32.5,Entertainment
Butcher,94.39,17:32.5,Groceries
Apple Store #9212,30.55,17:32.5,Shopping
Local Market #7841,58.02,17:32.5,Groceries
Walgreens,54.07,17:32.5,Health
Shell #1539,169,17:32.5,Transport
Stripe Payout #8507,4719.65,17:32.5,Salary
Resort #3612,23.05,17:32.5,Travel
Burger King,32.16,17:32.5,Food & Drink
ConEd #5325,72.27,17:32.5,Utilities
Gas Station #5265,41.73,17:32.5,Transport
Employer Inc #8666,4166.49,17:32.5,Salary
Lyft,184.71,17:32.5,Transport
Whole Foods,176.56,17:32.5,Groceries
Local Cafe #1739,18.09,17:32.5,Food & Drink
Netflix Sub,129.79,17:32.5,Entertainment
ConEd,159.43,17:32.5,Utilities
Concert,91.15,17:32.5,Entertainment
Rent Payment,2246.27,17:32.5,Rent
Delta,36.27,17:32.5,Travel
Payroll #8987,2490.93,17:32.5,Salary
Fruit Stand,52.41,17:32.5,Groceries
Apple Store,142.96,17:32.5,Shopping
AMC Theaters,109.77,17:32.5,Entertainment
Spotify Premium,76.46,17:32.5,Entertainment
Gym Membership,162.8,17:32.5,Health
Lyft,166.52,17:32.5,Transport
Upwork,4389.82,17:32.5,Salary
Mortgage,1986.22,17:32.5,Rent
Sushi Place #6120,35.72,17:32.5,Food & Drink
Employer Inc #993,3018.04,17:32.5,Salary
Vending Machine #3151,21.31,17:32.5,Food & Drink
Dunkin #2444,23.38,17:32.5,Food & Drink
Spotify Premium #6875,151.31,17:32.5,Entertainment
Rent Payment #3014,1433.7,17:32.5,Rent
Bakery,173.71,17:32.5,Groceries
Hulu #6294,97.77,17:32.5,Utilities
Trader Joes #9789,114.93,17:32.5,Groceries
Rent Payment,2521.67,17:32.5,Rent
Local Cafe,6.35,17:32.5,Food & Drink
Video Game,184.63,17:32.5,Entertainment
Payroll #3518,2840.38,17:32.5,Salary
Dentist,36.2,17:32.5,Health
Starbucks #2131,21.55,17:32.5,Food & Drink
Vitamin Shop #3730,163.33,17:32.5,Health
Amazon,104.89,17:32.5,Shopping
Safeway #299,75.36,17:32.5,Groceries
Upwork #7507,3900.2,17:32.5,Salary
Vending Machine #6803,43.12,17:32.5,Food & Drink
Dunkin #8205,49.42,17:32.5,Food & Drink
ConEd #8982,122.18,17:32.5,Utilities
CVS,139.92,17:32.5,Health
Ticketmaster #6452,139.31,17:32.5,Entertainment
AMC Theaters,112.61,17:32.5,Entertainment
Video Game,50.59,17:32.5,Entertainment
CVS,140.25,17:32.5,Health
Amazon,170.65,17:32.5,Shopping
Local Market,182.41,17:32.5,Groceries
Direct Deposit,2637.02,17:32.5,Salary
Spotify Premium,110.83,17:32.5,Entertainment
Aldi,184.4,17:32.5,Groceries
AT&T,91.84,17:32.5,Utilities
Target,139.34,17:32.5,Shopping
Delta,124.8,17:32.5,Travel
HOA Fees #3085,1023.3,17:32.5,Rent
Upwork #8123,2927.79,17:32.5,Salary
Video Game #8403,67.89,17:32.5,Entertainment
Electric Co,169.62,17:32.5,Utilities
Hospital #6589,66.57,17:32.5,Health
Exxon #7688,134.49,17:32.5,Transport
Water Bill #3001,66.8,17:32.5,Utilities
Property Mgmt,1716.39,17:32.5,Rent
Lime Scooter #1159,193.74,17:32.5,Transport
Trash Pickup,107.7,17:32.5,Utilities
Employer Inc,2055.93,17:32.5,Salary
Steam #1893,191.19,17:32.5,Entertainment
Bus Fare #7916,194.57,17:32.5,Transport
Butcher #8595,39.69,17:32.5,Groceries
Direct Deposit #2940,4251.75,17:32.5,Salary
McDonalds,9.06,17:32.5,Food & Drink
Payroll,2965.54,17:32.5,Salary
Vending Machine,27.7,17:32.5,Food & Drink
Gym Membership #4509,10.3,17:32.5,Health
Steam #4173,75.26,17:32.5,Entertainment
ConEd #9692,45.06,17:32.5,Utilities
Aldi,41.07,17:32.5,Groceries
Yoga Class,151.96,17:32.5,Health
Airbnb,113.71,17:32.5,Travel
Internet Bill #428,165.36,17:32.5,Utilities
Chipotle #7982,29.05,17:32.5,Food & Drink
Rent Payment #7038,1871,17:32.5,Rent
Bakery #6115,90.76,17:32.5,Groceries
Museum,167.78,17:32.5,Entertainment
Pharmacy,52.98,17:32.5,Shopping
Direct Deposit,4798.4,17:32.5,Salary
Property Mgmt,2822.9,17:32.5,Rent
Upwork #2184,2005.89,17:32.5,Salary
Gym Membership,198.88,17:32.5,Health
Safeway #4432,193.24,17:32.5,Groceries
Bakery #6269,197.23,17:32.5,Groceries
Trash Pickup,134.49,17:32.5,Utilities
Mortgage #6035,2481.78,17:32.5,Rent
Electric Co #2283,150.79,17:32.5,Utilities
Apple Store,170.72,17:32.5,Shopping
McDonalds,37.53,17:32.5,Food & Drink
HOA Fees #9988,2757.5,17:32.5,Rent
Costco,124.42,17:32.5,Groceries
Video Game #9590,176.45,17:32.5,Entertainment
Electric Co #899,153.26,17:32.5,Utilities
Train Ticket,162.5,17:32.5,Transport
Vending Machine #4898,45.5,17:32.5,Food & Drink
Yoga Class,31.76,17:32.5,Health
Expedia,155.77,17:32.5,Travel
Employer Inc #4762,2004.21,17:32.5,Salary
Parking #6943,174.35,17:32.5,Transport
Bookstore #5364,105.07,17:32.5,Shopping
Stripe Payout,2566.77,17:32.5,Salary
Resort,186.8,17:32.5,Travel
Exxon #7803,153.52,17:32.5,Transport
Mortgage,2779.12,17:32.5,Rent
CVS #4889,70.52,17:32.5,Health
Spotify,109.33,17:32.5,Utilities
Apple Store #9828,77.4,17:32.5,Shopping
McDonalds #8187,14.94,17:32.5,Food & Drink
Zara #6602,96.57,17:32.5,Shopping
Bowling,51.45,17:32.5,Entertainment
Shell #8921,152.43,17:32.5,Transport
Butcher #7893,24.24,17:32.5,Groceries
Landlord,1330.94,17:32.5,Rent
Booking.com,110.52,17:32.5,Travel
Pizza Hut #8142,42.56,17:32.5,Food & Drink
AMC Theaters #3961,121.28,17:32.5,Entertainment
Landlord #3561,1424.58,17:32.5,Rent
Direct Deposit,4629,17:32.5,Salary
Spotify Premium,95.13,17:32.5,Entertainment
AMC Theaters,176.78,17:32.5,Entertainment
Upwork,4238.37,17:32.5,Salary
PlayStation #6590,192.35,17:32.5,Entertainment
Electric Co,171.29,17:32.5,Utilities
Nike #1090,61.55,17:32.5,Shopping
Lyft,36.65,17:32.5,Transport
Nike #2099,107.52,17:32.5,Shopping
Upwork,2256.39,17:32.5,Salary
Parking #5353,138.27,17:32.5,Transport
Museum,103.91,17:32.5,Entertainment
Landlord,1519.28,17:32.5,Rent
Fruit Stand #788,22.48,17:32.5,Groceries
Direct Deposit,2161.48,17:32.5,Salary
Booking.com,135.8,17:32.5,Travel
Walmart,114.31,17:32.5,Shopping
Lime Scooter,56.94,17:32.5,Transport
Nike #7354,85.47,17:32.5,Shopping
HOA Fees,1531.62,17:32.5,Rent
Stripe Payout,3259.39,17:32.5,Salary
Uber #3800,124.67,17:32.5,Transport
Expedia,140.69,17:32.5,Travel
Car Rental #1289,122.76,17:32.5,Travel
Parking,20.02,17:32.5,Transport
Kroger,130.28,17:32.5,Groceries
Starbucks #5275,39.58,17:32.5,Food & Drink
Concert #3978,46.27,17:32.5,Entertainment
Trash Pickup #3133,131.6,17:32.5,Utilities
Walmart #7846,99.63,17:32.5,Shopping
United,64.84,17:32.5,Travel
Local Market,136.16,17:32.5,Groceries
AMC Theaters #9466,145.33,17:32.5,Entertainment
Water Bill,181.99,17:32.5,Utilities
Property Mgmt #8669,2736.85,17:32.5,Rent
